KEYID,PKTYPE,PKTYPE1,PKID,ZONE,PKROAD,x_cen_84,y_cen_84
861002,02,,,,,121.490258875,25.035256736
553006,02,機車,,07,中華路二段416巷,121.501686041,25.026601437
714682,01,小型車,53,07,中華路二段416巷,121.502068566,25.026538827
861713,02,,,,,121.501862448,25.026559039
861715,01,,35,,,121.502375557,25.026667378
861003,02,,,,,121.490253849,25.035249990
861714,02,,,,,121.501853664,25.026557333
798438,02,,,,,121.491098504,25.032200766
798439,02,,,,,121.491105568,25.032195737
798440,02,,,,,121.491112631,25.032190708
649564,01,小型車,71,07,艋舺大道,121.495431597,25.032140888
745066,02,機車,,07,德昌街,121.495843443,25.023896646
745067,02,機車,,07,德昌街,121.495828574,25.023890370
745068,02,機車,,07,德昌街,121.495813731,25.023883761
745069,02,機車,,07,德昌街,121.495806309,25.023880456
745070,02,機車,,07,德昌街,121.495835995,25.023893675
745071,02,機車,,07,德昌街,121.495821152,25.023887066
745072,02,機車,,07,德昌街,121.495798887,25.023877152
745073,02,機車,,07,德昌街,121.495791466,25.023873847
857023,02,,,,,121.495618448,25.032311450
857024,02,,,,,121.495624847,25.032317162
857025,02,,,,,121.495631246,25.032322875
857026,02,,,,,121.495637646,25.032328587
857027,02,,,,,121.495644045,25.032334299
861004,02,,,,,121.490248824,25.035243243
861716,01,,36,,,121.502331767,25.026658321
862220,02,,,,,121.499428429,25.034373254
861005,02,,,,,121.490243715,25.035236400
714216,01,小型車,55,07,中華路二段416巷,121.502428048,25.026616991
861006,02,,,,,121.490238761,25.035229610
680776,01,小型車,56,07,中華路二段416巷,121.502476196,25.026627195
857015,02,,,,,121.496348874,25.032758349
797855,01,,,,,121.493007994,25.034273255
798441,02,,,,,121.491119695,25.032185680
745358,03,身心障礙專用(汽,01,07,環河南路2段250巷56弄,121.490804549,25.034453148
857016,02,,,,,121.496357070,25.032761680
857017,02,,,,,121.496365266,25.032765012
861007,02,,,,,121.490233808,25.035222820
857018,02,,,,,121.496373462,25.032768344
861008,01,,44,,,121.490219096,25.035202332
714654,01,小型車,31,07,中華路二段416巷,121.502966254,25.026795143
861717,02,,,,,121.503448973,25.026853768
857019,02,,,,,121.496381658,25.032771675
857020,02,,,,,121.496389855,25.032775007
861009,01,,43,,,121.490194643,25.035168195
714653,01,小型車,32,07,中華路二段416巷,121.502918153,25.026784739
861718,02,,,,,121.503457491,25.026856353
861010,01,,42,,,121.490170191,25.035134058
714651,01,小型車,34,07,中華路二段416巷,121.502821993,25.026764242
861719,02,,,,,121.503466008,25.026858939
862221,02,,,,,121.499433323,25.034291075
861011,01,,41,,,121.490145739,25.035099922
861720,02,,,,,121.503474526,25.026861525
861721,02,,,,,121.503483044,25.026864110
862222,02,,,,,121.499432884,25.034299205
861722,02,,,,,121.503491562,25.026866696
857052,11,,,,,121.497465530,25.032508887
857053,11,,,,,121.497431448,25.032448784
857047,11,,,,,121.497368134,25.032335675
798442,02,,,,,121.491126759,25.032180651
861723,02,,,,,121.503500080,25.026869281
862223,02,,,,,121.499432446,25.034307334
861724,02,,,,,121.503508598,25.026871867
862224,02,,,,,121.499459770,25.033829910
862234,02,,,,,121.499316600,25.034237345
862225,02,,,,,121.499459322,25.033838039
862235,02,,,,,121.499317068,25.034229217
861725,02,,,,,121.503205413,25.026477993
857121,02,,,,,121.500985338,25.031266049
861022,01,,51,,,121.490603533,25.035679222
861024,01,,47,,,121.490460638,25.035514706
861726,02,,,,,121.503208279,25.026470279
862226,02,,,,,121.499458875,25.033846168
861023,01,,52,,,121.490631274,25.035711228
861025,01,,48,,,121.490488469,25.035546647
857123,02,,,,,121.499868364,25.031614333
857124,02,,,,,121.499877338,25.031614689
577223,01,,22,07,西藏路125巷,121.503217519,25.026446253
857125,02,,,,,121.499886313,25.031615046
798443,02,,,,,121.491133868,25.032175539
857126,02,,,,,121.499895287,25.031615403
857127,02,,,,,121.499904262,25.031615760
861028,01,,31,,,121.489809218,25.034624383
862227,02,,,,,121.499458427,25.033854297
861029,01,,32,,,121.489833606,25.034658557
857117,11,,,,,121.500443619,25.030862202
862228,02,,,,,121.499457980,25.033862427
857133,02,,,,,121.500107134,25.038400836
861030,01,,33,,,121.489870358,25.034710070
862229,02,,,,,121.499309975,25.034352160
862236,02,,,,,121.499317536,25.034221089
857134,02,,,,,121.500116115,25.038400666
740810,02,機車,,07,桂林路,121.501532634,25.038338783
861031,01,,34,,,121.489895010,25.034744088
862230,02,,,,,121.499310464,25.034344033
862237,02,,,,,121.499324211,25.034103701
861036,01,,37,,,121.490012795,25.034908634
862231,02,,,,,121.499312626,25.034305416
862238,02,,,,,121.499323753,25.034111830
861037,01,,38,,,121.490036480,25.034943212
862232,02,,,,,121.499313089,25.034297287
862239,02,,,,,121.499323295,25.034119958
861038,01,,35,,,121.489943136,25.034810502
858936,02,,,,,121.488885708,25.032520145
858938,01,,8,,,121.488747969,25.032647073
858939,01,,4,,,121.488891837,25.033000767
858941,02,,,,,121.488902937,25.033150460
861039,01,,36,,,121.489967618,25.034844621
858937,02,,,,,121.488882472,25.032512552
858940,01,,5,,,121.488874745,25.032963132
858942,02,,,,,121.488906488,25.033157937
862233,02,,,,,121.499315441,25.034257351
798444,02,,,,,121.491140925,25.032170503
687031,03,,1,07,環河快速道路,121.488713928,25.032707301
798445,02,,,,,121.491147983,25.032165468
687050,03,,2,07,環河快速道路,121.488755390,25.032814924
858943,02,,,,,121.488910038,25.033165413
687049,01,小型車,3,07,環河快速道路,121.488770550,25.032853058
858944,02,,,,,121.488913588,25.033172890
861040,01,,39,,,121.490078763,25.035004701
858945,02,,,,,121.488917139,25.033180366
861041,01,,40,,,121.490102864,25.035039042
858946,02,,,,,121.488920689,25.033187843
858947,02,,,,,121.488924240,25.033195320
858948,02,,,,,121.488927790,25.033202796
858949,02,,,,,121.488931340,25.033210273
858950,02,,,,,121.488934891,25.033217749
858951,01,,4,,,121.488945552,25.033240150
862240,02,,,,,121.499322837,25.034128087
858952,04,,,,,121.488617684,25.032784688
858953,04,,,,,121.488611871,25.032769285
858954,04,,,,,121.488606058,25.032753882
858955,04,,,,,121.488600245,25.032738479
862241,02,,,,,121.499322380,25.034136216
858956,04,,,,,121.488594432,25.032723076
858957,04,,,,,121.488588619,25.032707673
858958,02,,,,,121.488555781,25.032616916
858959,02,,,,,121.488558439,25.032624691
858960,02,,,,,121.488635009,25.032830075
858961,02,,,,,121.488638041,25.032837737
750707,01,小型車,14,07,南寧路,121.503759227,25.035347875
858962,02,,,,,121.488641073,25.032845398
858963,02,,,,,121.488644105,25.032853060
862242,02,,,,,121.499321922,25.034144344
858964,02,,,,,121.498199171,25.032308073
750857,02,機車,,07,西藏路125巷,121.502781490,25.027589881
858965,02,,,,,121.498190209,25.032307512
858966,02,,,,,121.498181248,25.032306952
858967,02,,,,,121.487794909,25.034043127
858968,02,,,,,121.487802944,25.034039487
858969,02,,,,,121.487810979,25.034035847
858970,02,,,,,121.487803581,25.034058696
858971,02,,,,,121.487811611,25.034055048
858972,02,,,,,121.487819641,25.034051399
858973,02,,,,,121.488188447,25.033858778
862243,02,,,,,121.499321464,25.034152473
858974,02,,,,,121.488196469,25.033855115
858975,02,,,,,121.488204492,25.033851452
858976,02,,,,,121.488212514,25.033847790
858977,02,,,,,121.488197138,25.033874431
858978,02,,,,,121.488205157,25.033870762
858979,02,,,,,121.488213176,25.033867093
862244,02,,,,,121.499318642,25.034202198
858980,02,,,,,121.488221194,25.033863424
858981,01,,6,,,121.489000825,25.033347320
858982,01,,10,,,121.489102412,25.033557096
858983,01,,9,,,121.489082673,25.033520540
862245,02,,,,,121.499319725,25.034183652
858984,01,,7,,,121.489026847,25.033418254
862246,02,,,,,121.499320211,25.034175525
858985,01,,8,,,121.489046795,25.033454716
752038,02,機車,,07,國興路,121.508063311,25.024312323
752039,02,機車,,07,國興路,121.508069006,25.024306306
752041,02,機車,,07,環河南路二段,121.493651817,25.034496077
752042,02,機車,,07,環河南路二段,121.493641347,25.034484504
752043,02,機車,,07,環河南路二段,121.493646589,25.034490278
752044,02,機車,,07,環河南路二段,121.493657059,25.034501816
752045,02,機車,,07,環河南路二段,121.493667529,25.034513341
752046,02,機車,,07,環河南路二段,121.493662301,25.034507602
752047,02,機車,,07,環河南路二段,121.493611321,25.034450445
752048,02,機車,,07,環河南路二段,121.493637503,25.034479282
752049,02,機車,,07,環河南路二段,121.493627033,25.034467757
752050,02,機車,,07,環河南路二段,121.493621792,25.034462018
752051,02,機車,,07,環河南路二段,121.493632275,25.034473543
752052,02,機車,,07,環河南路二段,121.493616563,25.034456220
752148,02,機車,,07,寶興街80巷,121.493868530,25.025682484
752150,02,機車,,07,寶興街80巷,121.493874560,25.025687597
752151,02,機車,,07,寶興街80巷,121.493851692,25.025667730
752152,02,機車,,07,寶興街80巷,121.493845662,25.025662616
752153,02,機車,,07,寶興街80巷,121.493720745,25.025557759
752154,02,機車,,07,寶興街80巷,121.493714905,25.025552762
752155,02,機車,,07,寶興街80巷,121.493739054,25.025573320
752156,02,機車,,07,寶興街80巷,121.493744863,25.025578487
752157,02,機車,,07,寶興街80巷,121.493750893,25.025583600
858988,01,,17,,,121.489317752,25.033916228
798446,02,,,,,121.491155040,25.032160432
798447,02,,,,,121.491162097,25.032155396
858989,01,,18,,,121.489340106,25.033951526
862247,02,,,,,121.499334320,25.033927902
862248,02,,,,,121.499333866,25.033936031
862249,02,,,,,121.499333411,25.033944160
858997,01,,15,,,121.489244842,25.033799688
858998,01,,16,,,121.489266919,25.033835130
752772,02,機車,,07,柳州街,121.505023340,25.037381063
858999,01,,14,,,121.489209669,25.033742175
859000,01,,13,,,121.489188064,25.033706496
859001,01,,11,,,121.489136818,25.033619245
859002,01,,12,,,121.489157822,25.033655217
753553,03,身心障礙專用(汽?,6,07,漢口街二段,121.508676631,25.045284134
753557,02,機車,,07,長順街46巷,121.488909475,25.030787095
862250,02,,,,,121.499332957,25.033952289
859004,01,,19,,,121.489379937,25.034012465
862251,02,,,,,121.499336468,25.033892651
859005,01,,20,,,121.489403137,25.034047312
859007,01,,28,,,121.489700895,25.034471177
859008,01,,27,,,121.489676584,25.034436957
753808,02,機車,,07,國興路,121.508074666,25.024300460
753809,02,機車,,07,國興路,121.508080362,25.024294443
753810,02,機車,,07,國興路,121.508126306,25.024246631
753811,02,機車,,07,國興路,121.508120610,25.024252648
542883,01,小型車,18,07,西寧南路,121.506211307,25.039759240
859009,01,,26,,,121.489652272,25.034402738
859010,01,,25,,,121.489627961,25.034368518
859011,01,,21,,,121.489467793,25.034141027
859012,01,,22,,,121.489491720,25.034175468
859013,01,,23,,,121.489555288,25.034266261
862252,02,,,,,121.499336949,25.033884524
859014,01,,24,,,121.489579798,25.034300364
859015,01,,29,,,121.489750183,25.034541441
859016,01,,30,,,121.489774438,25.034575692
862253,02,,,,,121.499339497,25.033838448
862386,01,,97,,,121.496681347,25.039279986
754162,02,機車,,07,萬大路137巷,121.501294000,25.029058680
754163,02,機車,,07,萬大路137巷,121.501307844,25.029060969
754164,02,機車,,07,萬大路137巷,121.501300922,25.029059825
754165,02,機車,,07,萬大路137巷,121.501287078,25.029057535
754166,02,機車,,07,萬大路187巷,121.500900784,25.028021949
754167,02,機車,,07,萬大路187巷,121.500922806,25.028025747
754168,02,機車,,07,萬大路187巷,121.500915465,25.028024481
754169,02,機車,,07,萬大路187巷,121.500893443,25.028020683
754170,02,機車,,07,萬大路187巷,121.500908125,25.028023215
754171,02,機車,,07,萬大路187巷,121.500982621,25.028035435
754172,02,機車,,07,萬大路187巷,121.500967939,25.028032903
754174,02,機車,,07,萬大路187巷,121.500975280,25.028034169
754175,02,機車,,07,萬大路187巷,121.501200246,25.028071773
754176,02,機車,,07,萬大路187巷,121.501192905,25.028070507
754177,02,機車,,07,萬大路187巷,121.501178224,25.028067974
754178,02,機車,,07,萬大路187巷,121.501185564,25.028069241
754179,02,機車,,07,萬大路187巷,121.501295258,25.028088598
754180,02,機車,,07,萬大路187巷,121.501302598,25.028089864
754181,02,機車,,07,萬大路187巷,121.501309939,25.028091130
754182,02,機車,,07,萬大路187巷,121.501287917,25.028087332
754183,02,機車,,07,萬大路187巷,121.501356137,25.028099761
754184,02,機車,,07,萬大路187巷,121.501363478,25.028101027
754185,02,機車,,07,萬大路187巷,121.501397673,25.028106504
754186,02,機車,,07,萬大路187巷,121.501390332,25.028105238
754187,02,機車,,07,萬大路187巷,121.501705566,25.028158249
754188,02,機車,,07,萬大路187巷,121.501698225,25.028156983
862254,02,,,,,121.499339054,25.033846578
862388,01,,96,,,121.496646651,25.039254143
697366,07,貨車裝卸專用,346,07,康定路,121.501100262,25.034939613
862255,02,,,,,121.499338611,25.033854707
862389,01,,95,,,121.496629302,25.039241222
754693,02,機車,,07,德昌街,121.496530794,25.024119297
754694,02,機車,,07,德昌街,121.496539722,25.024123213
798448,02,,,,,121.491169155,25.032150360
755001,01,小型車,3,07,西藏路115巷,121.503092783,25.028914657
755002,01,小型車,4,07,西藏路115巷,121.503101939,25.028870206
862256,02,,,,,121.499332081,25.033968610
862414,01,,93,,,121.496594879,25.039215781
859043,07,,1,,,121.500418750,25.035743202
859044,02,,,,,121.500426633,25.035924636
755321,02,機車,,07,艋舺大道120巷38號,121.500876430,25.031742090
755322,02,機車,,07,艋舺大道120巷38號,121.500844300,25.031735747
755323,02,機車,,07,艋舺大道120巷38號,121.500860274,25.031738943
755324,02,機車,,07,艋舺大道120巷38號,121.500852379,25.031737321
755325,02,機車,,07,艋舺大道120巷38號,121.500868352,25.031740517
859045,02,,,,,121.500427013,25.035932768
859046,02,,,,,121.500427392,25.035940899
859047,02,,,,,121.500427771,25.035949031
862257,02,,,,,121.499331135,25.033984311
859048,02,,,,,121.500428151,25.035957163
862258,02,,,,,121.499329777,25.034008065
859049,02,,,,,121.500428530,25.035965295
756096,01,小型車,11,07,萬大路344巷,121.499322142,25.024158127
859050,02,,,,,121.500428909,25.035973427
859051,02,,,,,121.500429289,25.035981559
859052,02,,,,,121.500429668,25.035989691
859053,02,,,,,121.500430048,25.035997822
859054,02,,,,,121.500430427,25.036005954
859055,02,,,,,121.500430806,25.036014086
859056,02,,,,,121.500431186,25.036022218
859057,02,,,,,121.500431565,25.036030350
859058,02,,,,,121.500431945,25.036038482
859059,02,,,,,121.500432324,25.036046613
862259,02,,,,,121.499329308,25.034016193
862416,01,,91,,,121.496562461,25.039192565
859060,02,,,,,121.500432703,25.036054745
862260,02,,,,,121.499327668,25.034043172
587849,01,小型車,12,07,大理街160巷,121.493868536,25.032678842
862262,02,,,,,121.493848202,25.032291643
862265,02,,,,,121.493578935,25.032994159
862266,02,,,,,121.493498214,25.033027774
565422,02,,,07,大理街170巷,121.493099214,25.033042442
696553,01,小型車,2,07,大理街,121.492886265,25.032713967
859061,02,,,,,121.500433083,25.036062877
862261,02,,,,,121.499327230,25.034051301
587860,01,小型車,15,07,大理街160巷,121.493794092,25.032335869
862263,02,,,,,121.493849905,25.032299635
862267,02,,,,,121.493489635,25.033031329
862418,01,,89,,,121.496530044,25.039169348
859062,02,,,,,121.500483912,25.034526690
862264,02,,,,,121.493851609,25.032307627
859063,02,,,,,121.500491081,25.034527137
797737,02,,,,,121.493028855,25.034257748
859064,02,,,,,121.500380067,25.034522551
756742,01,小型車,5,07,西藏路115巷,121.503086466,25.028712532
756743,01,小型車,6,07,西藏路115巷,121.503109467,25.028595040
756744,01,小型車,2,07,大理街,121.494379110,25.033806665
756745,01,小型車,1,07,大理街,121.494327188,25.033799360
756746,01,小型車,3,07,大理街,121.494429643,25.033813357
756747,01,小型車,5,07,大理街,121.494531277,25.033826394
756748,01,小型車,4,07,大理街,121.494480502,25.033819728
756749,01,小型車,30,07,西昌街,121.500650644,25.038920028
859065,02,,,,,121.500317387,25.034518549
859066,02,,,,,121.500308426,25.034517972
859067,02,,,,,121.500565000,25.034534749
797738,02,,,,,121.493035770,25.034252553
859068,02,,,,,121.500573951,25.034535434
859069,02,,,,,121.500597523,25.034537349
859070,02,,,,,121.500614133,25.034538658
757193,04,身心障礙專用(機),,07,大理街,121.496335212,25.034125415
757192,04,身心障礙專用(機),,07,大理街,121.496350808,25.034127619
797739,02,,,,,121.493042685,25.034247357
757194,01,小型車,114,07,水源路,121.502657610,25.019285063
757195,01,小型車,115,07,水源路,121.502612841,25.019266543
757196,02,機車,,07,國興路,121.508418556,25.023077127
757197,02,機車,,07,國興路,121.508417738,25.023083704
757198,02,機車,,07,國興路,121.508415284,25.023103436
757199,02,機車,,07,國興路,121.508416102,25.023096859
757200,02,機車,,07,國興路,121.508416920,25.023090281
757201,02,機車,,07,德昌街125巷,121.496717567,25.023923966
757202,02,機車,,07,德昌街125巷,121.496720957,25.023915483
757203,02,機車,,07,德昌街125巷,121.496724348,25.023907000
757204,02,機車,,07,德昌街125巷,121.496727739,25.023898517
757205,02,機車,,07,德昌街125巷,121.496731322,25.023890061
757206,02,機車,,07,德昌街125巷,121.496850284,25.023324012
757207,02,機車,,07,德昌街125巷,121.496841472,25.023319884
757208,02,機車,,07,德昌街125巷,121.496859096,25.023328140
757210,02,機車,,07,青年路168巷51弄,121.501375690,25.019398105
757211,02,機車,,07,青年路168巷51弄,121.501371809,25.019404766
757212,02,機車,,07,青年路168巷51弄,121.501367862,25.019411309
757213,02,機車,,07,青年路168巷51弄,121.501364054,25.019418090
757214,02,機車,,07,青年路168巷51弄,121.501360096,25.019424662
757215,02,機車,,07,青年路168巷51弄,121.501356238,25.019431280
757216,02,機車,,07,青年路168巷51弄,121.501352311,25.019437919
757217,02,機車,,07,青年路168巷51弄,121.501348358,25.019444494
757218,02,機車,,07,青年路168巷51弄,121.501434386,25.019303426
757219,02,機車,,07,青年路168巷51弄,121.501421869,25.019322912
757220,02,機車,,07,青年路168巷51弄,121.501409330,25.019342332
757221,02,機車,,07,青年路168巷51弄,121.501438536,25.019296902
757222,02,機車,,07,青年路168巷51弄,121.501417744,25.019329394
757223,02,機車,,07,青年路168巷51弄,121.501430175,25.019309831
757224,02,機車,,07,青年路168巷51弄,121.501426092,25.019316479
757225,02,機車,,07,青年路168巷51弄,121.501413548,25.019335896
757226,02,機車,,07,青年路168巷51弄,121.501443289,25.019291234
757227,02,機車,,07,青年路168巷51弄,121.501447500,25.019284829
757228,02,機車,,07,青年路168巷51弄,121.501451650,25.019278304
797740,02,,,,,121.493049599,25.034242161
797741,02,,,,,121.493056514,25.034236966
862269,02,,,,,121.492790757,25.032604981
862417,01,,90,,,121.496546252,25.039180956
797742,02,,,,,121.493063429,25.034231770
784644,02,,,,,121.493356106,25.032238983
862273,04,,,,,121.492411367,25.033092935
862274,02,,,,,121.491917952,25.032535982
862275,02,,,,,121.494281679,25.033118546
862276,02,,,,,121.494943817,25.032233112
847218,02,,,,,121.499921423,25.039951633
862281,01,,77,,,121.499878718,25.039049293
587976,01,警車,71,07,西園路一段,121.499856082,25.038673787
784647,02,,,,,121.493193988,25.032304084
862277,02,,,,,121.494942106,25.032225121
717037,01,警車,70,07,西園路一段,121.499853363,25.038617111
862282,01,,32,,,121.500679379,25.039435710
862415,01,,92,,,121.496578670,25.039204173
862421,02,,,,,121.495649474,25.038782121
862270,04,,,,,121.493224648,25.032292057
862278,02,,,,,121.494940396,25.032217131
862283,01,,22,,,121.500607273,25.039539832
862284,02,,,,,121.500602819,25.039457173
862419,01,,88,,,121.496513435,25.039157608
862422,02,,,,,121.495658758,25.038788540
862271,04,,,,,121.493244766,25.032283952
862279,02,,,,,121.494938685,25.032209140
862285,02,,,,,121.500602414,25.039449042
862420,01,,87,,,121.496496981,25.039146286
862423,02,,,,,121.495668041,25.038794959
862280,02,,,,,121.494936974,25.032201150
862286,02,,,,,121.500602010,25.039440912
862424,02,,,,,121.495677325,25.038801377
733220,02,機車,,07,雙園街107巷,121.492444073,25.032343053
758066,02,機車,,07,富民路155巷,121.501441154,25.018558220
758067,02,機車,,07,富民路155巷,121.501456621,25.018569506
758068,02,機車,,07,富民路155巷,121.501471772,25.018579446
758069,02,機車,,07,富民路155巷,121.501496314,25.018594728
758070,02,機車,,07,富民路155巷,121.501463591,25.018574352
758071,02,機車,,07,富民路155巷,121.501504494,25.018599822
758072,02,機車,,07,富民路155巷,121.501448888,25.018563863
758073,02,機車,,07,富民路155巷,121.501488133,25.018589634
758074,02,機車,,07,富民路155巷,121.501479952,25.018584540
758075,02,機車,,07,富民路155巷,121.501546534,25.018618981
758076,02,機車,,07,富民路155巷,121.501537590,25.018615095
758077,02,機車,,07,富民路155巷,121.501510760,25.018603438
758078,02,機車,,07,富民路155巷,121.501528647,25.018611209
758079,02,機車,,07,富民路155巷,121.501519704,25.018607323
758080,02,機車,,07,富民路155巷,121.501564002,25.018623502
758082,02,機車,,07,富民路155巷,121.501554441,25.018621134
758087,02,機車,,07,長沙街二段,121.501466305,25.040626640
588227,07,貨車裝卸專用,29,07,貴陽街二段,121.504374540,25.039749508
759139,02,機車,,07,西園路2段281巷,121.492304385,25.024357685
759140,02,機車,,07,西園路2段281巷,121.492361540,25.024407898
759141,02,機車,,07,西園路2段281巷,121.492347295,25.024395346
759142,02,機車,,07,西園路2段281巷,121.492311508,25.024363961
759143,02,機車,,07,西園路2段281巷,121.492325754,25.024376512
759144,02,機車,,07,西園路2段281巷,121.492318631,25.024370237
759145,02,機車,,07,西園路2段281巷,121.492297262,25.024351408
759146,02,機車,,07,西園路2段281巷,121.492354417,25.024401622
759147,02,機車,,07,西園路2段281巷,121.492332877,25.024382789
759148,02,機車,,07,西園路2段281巷,121.492340172,25.024389070
759149,02,機車,,07,西園路2段281巷,121.492368877,25.024414300
759442,01,小型車,11,07,富民路155巷,121.501739189,25.018741524
759443,01,小型車,12,07,富民路155巷,121.501780891,25.018765894
759444,01,小型車,13,07,富民路155巷,121.501822593,25.018790263
759446,02,機車,,07,富民路155巷,121.501433520,25.018586441
759447,02,機車,,07,富民路155巷,121.501457075,25.018602503
759448,02,機車,,07,富民路155巷,121.501449253,25.018597020
759449,02,機車,,07,富民路155巷,121.501465054,25.018607980
759450,02,機車,,07,富民路155巷,121.501441341,25.018591923
862287,02,,,,,121.500601109,25.039423859
862288,02,,,,,121.500597253,25.039303266
862425,02,,,,,121.495686609,25.038807796
862289,02,,,,,121.500596794,25.039295137
862426,02,,,,,121.495695892,25.038814215
859126,02,,,,,121.497604685,25.019301615
859127,02,,,,,121.497596839,25.019305580
862290,02,,,,,121.500596335,25.039287009
862427,02,,,,,121.495705176,25.038820634
862291,02,,,,,121.500595875,25.039278881
760945,02,機車,,07,西園路二段261巷,121.493059896,25.025362334
760946,02,機車,,07,西園路二段261巷,121.493077372,25.025345777
760947,02,機車,,07,西園路二段261巷,121.493083015,25.025340326
760948,02,機車,,07,西園路二段261巷,121.493054253,25.025367785
760950,02,機車,,07,西園路二段261巷,121.493015585,25.025403680
760951,02,機車,,07,西園路二段261巷,121.493037655,25.025383458
760952,02,機車,,07,西園路二段261巷,121.493032012,25.025388909
760953,02,機車,,07,西園路二段261巷,121.493009942,25.025409131
760960,02,機車,,07,萬大路277巷37弄,121.502290203,25.026226290
760961,02,機車,,07,萬大路277巷37弄,121.502292631,25.026217537
760962,02,機車,,07,萬大路277巷37弄,121.502285348,25.026243796
760963,02,機車,,07,萬大路277巷37弄,121.502275637,25.026278808
760964,02,機車,,07,萬大路277巷37弄,121.502282920,25.026252549
760965,02,機車,,07,萬大路277巷37弄,121.502278065,25.026270055
760966,02,機車,,07,萬大路277巷37弄,121.502280492,25.026261302
760967,02,機車,,07,萬大路277巷37弄,121.502287776,25.026235043
760968,02,機車,,07,萬大路277巷37弄,121.502295059,25.026208784
760969,02,機車,,07,萬大路277巷37弄,121.502297486,25.026200031
760983,02,機車,,07,環河南路二段280巷,121.490991043,25.032279654
760984,02,機車,,07,環河南路二段280巷,121.490983415,25.032285416
760985,02,機車,,07,環河南路二段280巷,121.490998671,25.032273891
743600,02,機車,,07,西昌街,121.500654813,25.038991376
862428,02,,,,,121.495714460,25.038827053
859137,02,,,,,121.498070258,25.019058272
558053,01,小型車,26,07,萬大路199巷,121.499814299,25.028931444
686304,02,機車,,07,萬大路199巷,121.499818498,25.029093858
761404,08,計程車,,07,成都路,121.507735343,25.042408463
761405,08,計程車,,07,成都路,121.507793637,25.042394695
761541,02,機車,,07,西園路二段320巷,121.491429819,25.027065991
761542,02,機車,,07,西園路二段320巷,121.491344549,25.027148213
761543,02,機車,,07,西園路二段320巷,121.491356366,25.027136348
761544,02,機車,,07,西園路二段320巷,121.491362499,25.027130504
761545,02,機車,,07,西園路二段320巷,121.491387028,25.027107126
761546,02,機車,,07,西園路二段320巷,121.491411711,25.027083772
761547,02,機車,,07,西園路二段320巷,121.491332130,25.027159877
761548,02,機車,,07,西園路二段320巷,121.491338262,25.027154033
761549,02,機車,,07,西園路二段320巷,121.491350234,25.027142193
761550,02,機車,,07,西園路二段320巷,121.491380895,25.027112970
761551,02,機車,,07,西園路二段320巷,121.491417747,25.027077845
761552,02,機車,,07,西園路二段320巷,121.491319866,25.027171567
761553,02,機車,,07,西園路二段320巷,121.491405424,25.027089592
761554,02,機車,,07,西園路二段320巷,121.491399292,25.027095437
761555,02,機車,,07,西園路二段320巷,121.491393160,25.027101281
761556,02,機車,,07,西園路二段320巷,121.491368631,25.027124659
761557,02,機車,,07,西園路二段320巷,121.491325998,25.027165722
761558,02,機車,,07,西園路二段320巷,121.491423783,25.027071918
761559,02,機車,,07,西園路二段320巷,121.491374763,25.027118814
761560,02,機車,,07,西園路二段320巷,121.491271218,25.027218479
761561,02,機車,,07,西園路二段320巷,121.491301586,25.027189105
761562,02,機車,,07,西園路二段320巷,121.491307719,25.027183261
761563,02,機車,,07,西園路二段320巷,121.491289322,25.027200795
761564,02,機車,,07,西園路二段320巷,121.491295454,25.027194950
761565,02,機車,,07,西園路二段320巷,121.491252822,25.027236013
761566,02,機車,,07,西園路二段320巷,121.491258954,25.027230169
761567,02,機車,,07,西園路二段320巷,121.491265086,25.027224324
761568,02,機車,,07,西園路二段320巷,121.491313851,25.027177416
761569,02,機車,,07,西園路二段320巷,121.491283189,25.027206639
761570,02,機車,,07,西園路二段320巷,121.491277504,25.027212660
861333,02,,,,,121.499819079,25.029129260
861806,02,,,,,121.500266157,25.027878472
651749,02,機車,,07,西昌街,121.500656983,25.039026844
756750,01,小型車,31,07,西昌街,121.500653272,25.038965124
861807,02,,,,,121.500275139,25.027878323
862292,02,,,,,121.499806504,25.039490926
862429,02,,,,,121.495723744,25.038833471
762362,02,機車,,07,西寧南路,121.506105022,25.043548398
762363,02,機車,,07,西寧南路,121.506102622,25.043539638
762364,02,機車,,07,西寧南路,121.506097824,25.043522119
762365,02,機車,,07,西寧南路,121.506107421,25.043557157
762366,02,機車,,07,西寧南路,121.506109820,25.043565917
762367,02,機車,,07,西寧南路,121.506100223,25.043530878
861808,02,,,,,121.500284121,25.027878173
651751,02,,,07,西昌街,121.500668027,25.039226260
861809,02,,,,,121.500293102,25.027878024
861810,02,,,,,121.500268810,25.027797594
862293,01,,37,,,121.496285691,25.039168042
862430,02,,,,,121.495733027,25.038839890
861811,02,,,,,121.500277791,25.027797416
862294,01,,54,,,121.497194480,25.039668191
862431,02,,,,,121.495742311,25.038846309
861812,02,,,,,121.500286772,25.027797238
862295,01,,53,,,121.497177946,25.039655655
862432,02,,,,,121.495751595,25.038852728
861813,02,,,,,121.500295753,25.027797059
862296,01,,52,,,121.497161412,25.039643120
862433,02,,,,,121.495760878,25.038859146
859163,02,,,,,121.498401041,25.018779955
859164,02,,,,,121.498393304,25.018784093
859165,02,,,,,121.498385568,25.018788230
860664,02,,,,,121.494229565,25.026430706
651067,02,,,07,萬大路137巷,121.501438626,25.029084086
862297,01,,51,,,121.497144877,25.039630584
